CPU 73 his02,User%,Sys%,Wait%,Idle%,Steal%
2025-01-20 08:00:02,100.0,0.0,0.0,0.0,0.0
2025-01-20 08:00:32,34.5,0.3,0.0,65.1,0.0
2025-01-20 08:01:02,43.9,0.5,0.0,55.7,0.0
2025-01-20 08:01:32,53.6,0.4,0.0,46.0,0.0
2025-01-20 08:02:02,25.0,1.4,0.0,73.5,0.0
2025-01-20 08:02:33,48.1,0.3,0.0,51.6,0.0
2025-01-20 08:03:03,24.9,0.5,0.0,74.6,0.0
2025-01-20 08:03:33,76.9,0.4,0.1,22.6,0.0
2025-01-20 08:04:03,25.3,0.4,0.0,74.3,0.0
2025-01-20 08:04:33,22.4,0.3,0.2,77.1,0.0
2025-01-20 08:05:03,6.3,0.5,0.0,93.2,0.0
2025-01-20 08:05:33,25.6,0.3,0.0,74.1,0.0
2025-01-20 08:06:03,40.2,0.5,0.0,59.3,0.0
2025-01-20 08:06:33,21.9,0.4,0.0,77.7,0.0
2025-01-20 08:07:03,55.6,1.1,0.0,43.3,0.0
2025-01-20 08:07:33,17.7,1.9,0.2,80.1,0.0
2025-01-20 08:08:03,8.4,1.4,0.0,90.1,0.0
2025-01-20 08:08:33,17.1,0.4,0.1,82.4,0.0
2025-01-20 08:09:03,17.8,0.8,0.0,81.4,0.0
2025-01-20 08:09:33,30.2,0.5,0.1,69.2,0.0
2025-01-20 08:10:03,34.8,0.3,0.0,64.9,0.0
2025-01-20 08:10:33,21.9,0.4,0.1,77.6,0.0
2025-01-20 08:11:03,18.3,0.4,0.0,81.3,0.0
2025-01-20 08:11:33,14.5,0.4,0.0,85.1,0.0
2025-01-20 08:12:03,9.0,0.6,0.1,90.3,0.0
2025-01-20 08:12:33,11.6,0.6,0.2,87.7,0.0
2025-01-20 08:13:03,16.6,0.4,0.0,83.0,0.0
2025-01-20 08:13:33,29.4,0.9,0.1,69.6,0.0
2025-01-20 08:14:03,29.0,1.9,0.3,68.8,0.0
