CPU 1 his02,User%,Sys%,Wait%,Idle%,Steal%
2025-01-20 08:00:02,0.0,0.7,4.9,94.4,0.0
2025-01-20 08:00:32,23.7,0.6,9.3,66.4,0.0
2025-01-20 08:01:02,18.2,0.5,13.6,67.7,0.0
2025-01-20 08:01:32,5.5,0.6,5.2,88.8,0.0
2025-01-20 08:02:02,6.3,0.8,5.8,87.1,0.0
2025-01-20 08:02:33,21.6,0.5,6.9,71.0,0.0
2025-01-20 08:03:03,27.1,1.2,19.6,52.2,0.0
2025-01-20 08:03:33,13.4,0.8,10.2,75.5,0.0
2025-01-20 08:04:03,27.7,0.9,7.9,63.5,0.0
2025-01-20 08:04:33,18.5,1.1,15.5,64.9,0.0
2025-01-20 08:05:03,14.5,1.4,19.9,64.1,0.0
2025-01-20 08:05:33,19.4,2.0,22.3,56.3,0.0
2025-01-20 08:06:03,6.3,1.0,9.6,83.1,0.0
2025-01-20 08:06:33,12.6,1.1,13.3,73.0,0.0
2025-01-20 08:07:03,10.3,1.1,11.1,77.6,0.0
2025-01-20 08:07:33,28.7,1.8,29.5,40.0,0.0
2025-01-20 08:08:03,29.0,1.5,21.0,48.4,0.0
2025-01-20 08:08:33,15.6,1.1,16.4,66.9,0.0
2025-01-20 08:09:03,7.6,0.5,7.7,84.2,0.0
2025-01-20 08:09:33,14.7,1.2,13.7,70.4,0.0
2025-01-20 08:10:03,14.5,0.7,12.5,72.3,0.0
2025-01-20 08:10:33,11.0,1.3,17.3,70.4,0.0
2025-01-20 08:11:03,18.8,1.0,11.4,68.8,0.0
2025-01-20 08:11:33,11.2,1.0,11.5,76.2,0.0
2025-01-20 08:12:03,22.0,1.4,19.5,57.1,0.0
2025-01-20 08:12:33,19.6,1.5,20.6,58.4,0.0
2025-01-20 08:13:03,19.5,0.9,15.7,64.0,0.0
2025-01-20 08:13:33,24.4,1.5,21.9,52.2,0.0
2025-01-20 08:14:03,15.7,1.1,15.8,67.4,0.0
2025-01-20 08:14:33,17.8,1.1,15.0,66.2,0.0
2025-01-20 08:15:03,22.1,1.1,18.3,58.5,0.0
2025-01-20 08:15:33,16.6,1.5,20.4,61.5,0.0
2025-01-20 08:16:03,13.1,0.7,11.5,74.7,0.0
2025-01-20 08:16:33,10.9,0.8,10.4,77.9,0.0
2025-01-20 08:17:03,14.9,1.3,17.8,66.0,0.0
2025-01-20 08:17:33,11.5,1.5,11.1,75.9,0.0
2025-01-20 08:18:03,9.3,1.2,8.2,81.3,0.0
2025-01-20 08:18:33,17.9,1.4,17.5,63.2,0.0
2025-01-20 08:19:03,15.0,0.9,12.6,71.4,0.0
2025-01-20 08:19:33,24.1,0.9,11.4,63.6,0.0
2025-01-20 08:20:03,11.7,1.1,13.9,73.4,0.0
2025-01-20 08:20:33,5.0,0.8,9.1,85.0,0.0
2025-01-20 08:21:03,16.1,1.0,15.4,67.5,0.0
2025-01-20 08:21:33,19.4,1.4,12.7,66.5,0.0
2025-01-20 08:22:03,9.3,0.9,10.7,79.1,0.0
2025-01-20 08:22:33,24.2,0.9,13.6,61.3,0.0
2025-01-20 08:23:03,20.3,0.8,4.6,74.4,0.0
2025-01-20 08:23:33,24.9,1.2,17.7,56.2,0.0
2025-01-20 08:24:03,33.6,1.1,14.5,50.7,0.0
2025-01-20 08:24:33,5.5,0.5,2.1,91.9,0.0
2025-01-20 08:25:03,14.3,1.2,13.1,71.4,0.0
2025-01-20 08:25:33,29.5,0.8,17.8,51.9,0.0
2025-01-20 08:26:03,19.9,1.1,13.0,66.0,0.0
2025-01-20 08:26:33,8.1,1.1,13.7,77.1,0.0
2025-01-20 08:27:03,12.3,0.8,11.8,75.2,0.0
2025-01-20 08:27:33,43.9,1.2,12.7,42.2,0.0
2025-01-20 08:28:03,18.2,1.4,18.5,61.9,0.0
2025-01-20 08:28:33,14.5,1.3,17.9,66.3,0.0
2025-01-20 08:29:03,16.2,1.3,16.3,66.2,0.0
2025-01-20 08:29:33,15.4,1.3,14.4,68.9,0.0
2025-01-20 08:30:03,15.4,1.2,10.1,73.3,0.0
2025-01-20 08:30:33,19.4,1.2,16.1,63.3,0.0
2025-01-20 08:31:03,12.7,1.0,12.7,73.5,0.0
2025-01-20 08:31:33,3.1,0.4,2.1,94.5,0.0
2025-01-20 08:32:02,2.8,0.7,3.1,93.5,0.0
2025-01-20 08:32:32,22.6,1.4,19.5,56.5,0.0
2025-01-20 08:33:02,17.6,1.2,16.3,64.8,0.0
2025-01-20 08:33:33,15.4,1.2,15.9,67.5,0.0
2025-01-20 08:34:03,12.4,0.7,11.4,75.5,0.0
2025-01-20 08:34:33,15.2,1.2,12.6,71.0,0.0
2025-01-20 08:35:03,11.3,0.5,9.5,78.7,0.0
