Processes his02,Runnable,Blocked,pswitch,syscall,read,write,fork,exec,sem,msg
2025-01-20 10:03:33,1,2,25487.9,-1.0,-1.0,-1.0,13.2,-1.0,-1.0,-1.0
2025-01-20 10:04:03,6,1,25382.1,-1.0,-1.0,-1.0,16.1,-1.0,-1.0,-1.0
2025-01-20 10:04:33,4,1,27597.6,-1.0,-1.0,-1.0,13.3,-1.0,-1.0,-1.0
2025-01-20 10:05:03,4,3,29057.5,-1.0,-1.0,-1.0,16.6,-1.0,-1.0,-1.0
2025-01-20 10:05:33,3,2,30664.2,-1.0,-1.0,-1.0,14.1,-1.0,-1.0,-1.0
2025-01-20 10:06:03,7,2,29961.6,-1.0,-1.0,-1.0,21.7,-1.0,-1.0,-1.0
2025-01-20 10:06:33,3,2,28845.8,-1.0,-1.0,-1.0,13.9,-1.0,-1.0,-1.0
2025-01-20 10:07:02,1,2,31210.1,-1.0,-1.0,-1.0,30.4,-1.0,-1.0,-1.0
2025-01-20 10:07:33,3,1,25578.4,-1.0,-1.0,-1.0,13.2,-1.0,-1.0,-1.0
2025-01-20 10:08:03,5,2,24958.9,-1.0,-1.0,-1.0,16.1,-1.0,-1.0,-1.0
2025-01-20 10:08:33,9,1,24426.7,-1.0,-1.0,-1.0,13.8,-1.0,-1.0,-1.0
2025-01-20 10:09:03,3,1,24966.6,-1.0,-1.0,-1.0,13.0,-1.0,-1.0,-1.0
2025-01-20 10:09:33,3,2,25696.6,-1.0,-1.0,-1.0,14.2,-1.0,-1.0,-1.0
2025-01-20 10:10:03,5,2,27090.6,-1.0,-1.0,-1.0,17.0,-1.0,-1.0,-1.0
2025-01-20 10:10:33,3,2,29268.9,-1.0,-1.0,-1.0,16.1,-1.0,-1.0,-1.0
2025-01-20 10:11:03,6,3,30253.2,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0
2025-01-20 10:11:33,4,2,29798.6,-1.0,-1.0,-1.0,12.3,-1.0,-1.0,-1.0
2025-01-20 10:12:03,7,2,29986.9,-1.0,-1.0,-1.0,34.5,-1.0,-1.0,-1.0
2025-01-20 10:12:33,4,0,31037.5,-1.0,-1.0,-1.0,15.1,-1.0,-1.0,-1.0
2025-01-20 10:13:03,2,2,26644.6,-1.0,-1.0,-1.0,13.2,-1.0,-1.0,-1.0
2025-01-20 10:13:33,3,0,25663.4,-1.0,-1.0,-1.0,14.2,-1.0,-1.0,-1.0
2025-01-20 10:14:03,3,2,25488.5,-1.0,-1.0,-1.0,14.3,-1.0,-1.0,-1.0
2025-01-20 10:14:33,3,3,24828.2,-1.0,-1.0,-1.0,15.3,-1.0,-1.0,-1.0
2025-01-20 10:15:03,3,2,25395.0,-1.0,-1.0,-1.0,14.8,-1.0,-1.0,-1.0
2025-01-20 10:15:33,5,1,27272.3,-1.0,-1.0,-1.0,14.8,-1.0,-1.0,-1.0
2025-01-20 10:16:03,5,1,31660.9,-1.0,-1.0,-1.0,21.9,-1.0,-1.0,-1.0
2025-01-20 10:16:33,4,1,41623.1,-1.0,-1.0,-1.0,15.1,-1.0,-1.0,-1.0
2025-01-20 10:17:03,3,2,39410.0,-1.0,-1.0,-1.0,30.3,-1.0,-1.0,-1.0
2025-01-20 10:17:33,6,2,37396.4,-1.0,-1.0,-1.0,13.4,-1.0,-1.0,-1.0
2025-01-20 10:18:03,3,0,26353.1,-1.0,-1.0,-1.0,14.1,-1.0,-1.0,-1.0
2025-01-20 10:18:33,5,1,25118.9,-1.0,-1.0,-1.0,13.4,-1.0,-1.0,-1.0
2025-01-20 10:19:03,5,0,24851.4,-1.0,-1.0,-1.0,11.7,-1.0,-1.0,-1.0
2025-01-20 10:19:33,3,1,25694.8,-1.0,-1.0,-1.0,13.9,-1.0,-1.0,-1.0
2025-01-20 10:20:03,4,0,24868.1,-1.0,-1.0,-1.0,19.5,-1.0,-1.0,-1.0
2025-01-20 10:20:33,4,0,28729.3,-1.0,-1.0,-1.0,14.8,-1.0,-1.0,-1.0
2025-01-20 10:21:03,3,1,26451.0,-1.0,-1.0,-1.0,18.5,-1.0,-1.0,-1.0
2025-01-20 10:21:33,3,1,27142.3,-1.0,-1.0,-1.0,13.9,-1.0,-1.0,-1.0
2025-01-20 10:22:03,3,2,26428.0,-1.0,-1.0,-1.0,32.8,-1.0,-1.0,-1.0
2025-01-20 10:22:33,7,1,27372.5,-1.0,-1.0,-1.0,12.1,-1.0,-1.0,-1.0
2025-01-20 10:23:03,6,0,27190.5,-1.0,-1.0,-1.0,13.2,-1.0,-1.0,-1.0
2025-01-20 10:23:33,6,1,27772.5,-1.0,-1.0,-1.0,14.1,-1.0,-1.0,-1.0
2025-01-20 10:24:03,6,0,25959.0,-1.0,-1.0,-1.0,17.3,-1.0,-1.0,-1.0
2025-01-20 10:24:33,3,2,29882.6,-1.0,-1.0,-1.0,15.4,-1.0,-1.0,-1.0
2025-01-20 10:25:03,6,2,30848.3,-1.0,-1.0,-1.0,15.1,-1.0,-1.0,-1.0
2025-01-20 10:25:33,5,2,29769.3,-1.0,-1.0,-1.0,16.3,-1.0,-1.0,-1.0
2025-01-20 10:26:03,5,1,25470.8,-1.0,-1.0,-1.0,22.2,-1.0,-1.0,-1.0
2025-01-20 10:26:33,3,2,24735.7,-1.0,-1.0,-1.0,14.4,-1.0,-1.0,-1.0
2025-01-20 10:27:03,4,0,25907.1,-1.0,-1.0,-1.0,30.3,-1.0,-1.0,-1.0
2025-01-20 10:27:33,3,1,25939.2,-1.0,-1.0,-1.0,13.2,-1.0,-1.0,-1.0
2025-01-20 10:28:03,4,0,25964.6,-1.0,-1.0,-1.0,15.5,-1.0,-1.0,-1.0
2025-01-20 10:28:33,3,1,26707.2,-1.0,-1.0,-1.0,15.6,-1.0,-1.0,-1.0
2025-01-20 10:29:03,7,1,24664.5,-1.0,-1.0,-1.0,13.5,-1.0,-1.0,-1.0
2025-01-20 10:29:33,4,1,25353.5,-1.0,-1.0,-1.0,17.5,-1.0,-1.0,-1.0
2025-01-20 10:30:03,3,3,24975.1,-1.0,-1.0,-1.0,17.0,-1.0,-1.0,-1.0
2025-01-20 10:30:33,2,1,24806.3,-1.0,-1.0,-1.0,16.9,-1.0,-1.0,-1.0
2025-01-20 10:31:03,3,1,29846.7,-1.0,-1.0,-1.0,21.6,-1.0,-1.0,-1.0
2025-01-20 10:31:33,8,1,24968.1,-1.0,-1.0,-1.0,11.7,-1.0,-1.0,-1.0
2025-01-20 10:32:03,5,1,26078.5,-1.0,-1.0,-1.0,33.2,-1.0,-1.0,-1.0
2025-01-20 10:32:33,5,2,25494.0,-1.0,-1.0,-1.0,16.3,-1.0,-1.0,-1.0
2025-01-20 10:33:03,6,0,25492.0,-1.0,-1.0,-1.0,8.8,-1.0,-1.0,-1.0
2025-01-20 10:33:33,6,0,27180.4,-1.0,-1.0,-1.0,12.8,-1.0,-1.0,-1.0
2025-01-20 10:34:03,3,2,26369.0,-1.0,-1.0,-1.0,16.2,-1.0,-1.0,-1.0
2025-01-20 10:34:33,2,2,26018.3,-1.0,-1.0,-1.0,14.0,-1.0,-1.0,-1.0
2025-01-20 10:35:03,2,2,26382.4,-1.0,-1.0,-1.0,13.7,-1.0,-1.0,-1.0
2025-01-20 10:35:33,4,1,27968.6,-1.0,-1.0,-1.0,13.1,-1.0,-1.0,-1.0
2025-01-20 10:36:03,3,1,28476.0,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0
2025-01-20 10:36:33,6,1,25150.4,-1.0,-1.0,-1.0,15.7,-1.0,-1.0,-1.0
2025-01-20 10:37:03,5,1,24534.6,-1.0,-1.0,-1.0,28.7,-1.0,-1.0,-1.0
2025-01-20 10:37:33,6,1,26197.5,-1.0,-1.0,-1.0,12.4,-1.0,-1.0,-1.0
2025-01-20 10:38:03,2,1,25517.0,-1.0,-1.0,-1.0,15.7,-1.0,-1.0,-1.0
2025-01-20 10:38:33,4,2,26611.5,-1.0,-1.0,-1.0,14.2,-1.0,-1.0,-1.0
2025-01-20 10:39:03,1,2,25284.8,-1.0,-1.0,-1.0,11.9,-1.0,-1.0,-1.0
2025-01-20 10:39:33,6,2,25763.6,-1.0,-1.0,-1.0,13.9,-1.0,-1.0,-1.0
2025-01-20 10:40:03,3,1,25558.2,-1.0,-1.0,-1.0,24.0,-1.0,-1.0,-1.0
2025-01-20 10:40:33,4,2,26643.0,-1.0,-1.0,-1.0,13.8,-1.0,-1.0,-1.0
2025-01-20 10:41:03,2,2,29728.9,-1.0,-1.0,-1.0,19.8,-1.0,-1.0,-1.0
2025-01-20 10:41:33,1,2,27911.3,-1.0,-1.0,-1.0,11.6,-1.0,-1.0,-1.0
2025-01-20 10:42:03,1,2,27138.5,-1.0,-1.0,-1.0,33.8,-1.0,-1.0,-1.0
2025-01-20 10:42:33,7,2,25177.7,-1.0,-1.0,-1.0,11.8,-1.0,-1.0,-1.0
2025-01-20 10:43:03,4,0,25787.0,-1.0,-1.0,-1.0,12.1,-1.0,-1.0,-1.0
2025-01-20 10:43:33,6,1,24837.9,-1.0,-1.0,-1.0,14.1,-1.0,-1.0,-1.0
2025-01-20 10:44:03,5,3,25326.2,-1.0,-1.0,-1.0,15.9,-1.0,-1.0,-1.0
2025-01-20 10:44:33,1,2,29200.5,-1.0,-1.0,-1.0,15.5,-1.0,-1.0,-1.0
2025-01-20 10:45:03,4,2,28928.6,-1.0,-1.0,-1.0,15.0,-1.0,-1.0,-1.0
2025-01-20 10:45:33,4,0,25807.0,-1.0,-1.0,-1.0,12.1,-1.0,-1.0,-1.0
2025-01-20 10:46:03,5,1,27383.0,-1.0,-1.0,-1.0,23.4,-1.0,-1.0,-1.0
2025-01-20 10:46:33,6,1,28751.4,-1.0,-1.0,-1.0,11.1,-1.0,-1.0,-1.0
2025-01-20 10:47:03,2,2,27126.5,-1.0,-1.0,-1.0,33.1,-1.0,-1.0,-1.0
2025-01-20 10:47:33,6,2,27548.1,-1.0,-1.0,-1.0,10.3,-1.0,-1.0,-1.0
2025-01-20 10:48:03,2,2,26561.5,-1.0,-1.0,-1.0,17.8,-1.0,-1.0,-1.0
2025-01-20 10:48:33,2,4,26372.2,-1.0,-1.0,-1.0,13.4,-1.0,-1.0,-1.0
2025-01-20 10:49:03,3,0,24024.3,-1.0,-1.0,-1.0,14.7,-1.0,-1.0,-1.0
2025-01-20 10:49:33,3,2,24521.2,-1.0,-1.0,-1.0,12.8,-1.0,-1.0,-1.0
2025-01-20 10:50:03,4,3,26229.9,-1.0,-1.0,-1.0,18.6,-1.0,-1.0,-1.0
2025-01-20 10:50:33,7,1,27048.1,-1.0,-1.0,-1.0,14.9,-1.0,-1.0,-1.0
2025-01-20 10:51:03,5,1,30223.2,-1.0,-1.0,-1.0,19.6,-1.0,-1.0,-1.0
2025-01-20 10:51:33,2,1,26549.9,-1.0,-1.0,-1.0,12.0,-1.0,-1.0,-1.0
2025-01-20 10:52:03,4,0,26270.0,-1.0,-1.0,-1.0,35.6,-1.0,-1.0,-1.0
2025-01-20 10:52:33,3,1,28089.2,-1.0,-1.0,-1.0,11.1,-1.0,-1.0,-1.0
2025-01-20 10:53:03,4,1,27773.8,-1.0,-1.0,-1.0,12.3,-1.0,-1.0,-1.0
2025-01-20 10:53:33,3,3,26670.6,-1.0,-1.0,-1.0,10.9,-1.0,-1.0,-1.0
2025-01-20 10:54:03,5,1,25674.7,-1.0,-1.0,-1.0,15.7,-1.0,-1.0,-1.0
2025-01-20 10:54:33,4,1,24259.9,-1.0,-1.0,-1.0,13.7,-1.0,-1.0,-1.0
2025-01-20 10:55:03,5,3,25715.1,-1.0,-1.0,-1.0,16.9,-1.0,-1.0,-1.0
2025-01-20 10:55:33,8,1,25988.9,-1.0,-1.0,-1.0,12.5,-1.0,-1.0,-1.0
2025-01-20 10:56:03,4,0,27364.6,-1.0,-1.0,-1.0,20.6,-1.0,-1.0,-1.0
2025-01-20 10:56:33,3,0,25917.7,-1.0,-1.0,-1.0,12.8,-1.0,-1.0,-1.0
2025-01-20 10:57:03,4,1,25752.0,-1.0,-1.0,-1.0,32.2,-1.0,-1.0,-1.0
2025-01-20 10:57:33,5,0,26158.5,-1.0,-1.0,-1.0,12.2,-1.0,-1.0,-1.0
2025-01-20 10:58:03,7,1,25617.8,-1.0,-1.0,-1.0,15.2,-1.0,-1.0,-1.0
2025-01-20 10:58:33,6,3,25297.2,-1.0,-1.0,-1.0,13.4,-1.0,-1.0,-1.0
2025-01-20 10:59:03,2,2,24336.2,-1.0,-1.0,-1.0,13.0,-1.0,-1.0,-1.0
2025-01-20 10:59:33,3,0,24759.2,-1.0,-1.0,-1.0,12.7,-1.0,-1.0,-1.0
2025-01-20 11:00:03,3,1,25253.1,-1.0,-1.0,-1.0,18.2,-1.0,-1.0,-1.0
2025-01-20 11:00:33,5,2,24111.5,-1.0,-1.0,-1.0,14.2,-1.0,-1.0,-1.0
2025-01-20 11:01:03,3,1,25978.9,-1.0,-1.0,-1.0,22.6,-1.0,-1.0,-1.0
2025-01-20 11:01:33,4,2,25214.1,-1.0,-1.0,-1.0,12.0,-1.0,-1.0,-1.0
2025-01-20 11:02:03,2,1,26597.2,-1.0,-1.0,-1.0,33.8,-1.0,-1.0,-1.0
2025-01-20 11:02:33,4,1,24045.8,-1.0,-1.0,-1.0,12.8,-1.0,-1.0,-1.0
2025-01-20 11:03:03,6,3,25091.3,-1.0,-1.0,-1.0,12.6,-1.0,-1.0,-1.0
2025-01-20 11:03:33,6,1,25318.1,-1.0,-1.0,-1.0,14.0,-1.0,-1.0,-1.0
2025-01-20 11:04:03,1,2,27318.0,-1.0,-1.0,-1.0,18.0,-1.0,-1.0,-1.0
2025-01-20 11:04:33,5,2,26818.3,-1.0,-1.0,-1.0,13.1,-1.0,-1.0,-1.0
2025-01-20 11:05:03,6,1,27605.3,-1.0,-1.0,-1.0,15.3,-1.0,-1.0,-1.0
2025-01-20 11:05:33,3,3,28037.2,-1.0,-1.0,-1.0,13.2,-1.0,-1.0,-1.0
2025-01-20 11:06:03,6,0,26001.6,-1.0,-1.0,-1.0,20.7,-1.0,-1.0,-1.0
2025-01-20 11:06:33,4,1,25582.1,-1.0,-1.0,-1.0,11.8,-1.0,-1.0,-1.0
2025-01-20 11:07:03,5,2,29144.2,-1.0,-1.0,-1.0,30.7,-1.0,-1.0,-1.0
2025-01-20 11:07:33,5,1,25568.4,-1.0,-1.0,-1.0,10.8,-1.0,-1.0,-1.0
2025-01-20 11:08:03,5,0,25516.0,-1.0,-1.0,-1.0,16.2,-1.0,-1.0,-1.0
2025-01-20 11:08:33,6,0,26093.4,-1.0,-1.0,-1.0,14.1,-1.0,-1.0,-1.0
2025-01-20 11:09:03,2,1,25188.5,-1.0,-1.0,-1.0,13.3,-1.0,-1.0,-1.0
2025-01-20 11:09:33,5,2,25330.8,-1.0,-1.0,-1.0,11.6,-1.0,-1.0,-1.0
2025-01-20 11:10:04,2,1,26337.5,-1.0,-1.0,-1.0,20.5,-1.0,-1.0,-1.0
2025-01-20 11:10:33,2,2,25879.3,-1.0,-1.0,-1.0,14.4,-1.0,-1.0,-1.0
2025-01-20 11:11:03,4,1,29146.1,-1.0,-1.0,-1.0,19.9,-1.0,-1.0,-1.0
2025-01-20 11:11:33,6,1,25968.9,-1.0,-1.0,-1.0,10.9,-1.0,-1.0,-1.0
2025-01-20 11:12:03,3,2,25864.4,-1.0,-1.0,-1.0,34.7,-1.0,-1.0,-1.0
2025-01-20 11:12:33,4,3,26794.7,-1.0,-1.0,-1.0,12.7,-1.0,-1.0,-1.0
2025-01-20 11:13:03,4,1,25569.8,-1.0,-1.0,-1.0,12.0,-1.0,-1.0,-1.0
2025-01-20 11:13:33,5,1,26407.0,-1.0,-1.0,-1.0,13.9,-1.0,-1.0,-1.0
2025-01-20 11:14:03,3,2,26334.0,-1.0,-1.0,-1.0,17.2,-1.0,-1.0,-1.0
2025-01-20 11:14:33,5,0,25635.6,-1.0,-1.0,-1.0,15.9,-1.0,-1.0,-1.0
2025-01-20 11:15:03,2,3,26476.1,-1.0,-1.0,-1.0,14.4,-1.0,-1.0,-1.0
2025-01-20 11:15:33,3,1,27920.4,-1.0,-1.0,-1.0,11.6,-1.0,-1.0,-1.0
2025-01-20 11:16:03,4,0,25835.1,-1.0,-1.0,-1.0,21.0,-1.0,-1.0,-1.0
2025-01-20 11:16:33,3,1,26205.0,-1.0,-1.0,-1.0,11.7,-1.0,-1.0,-1.0
2025-01-20 11:17:03,2,3,26648.3,-1.0,-1.0,-1.0,30.7,-1.0,-1.0,-1.0
2025-01-20 11:17:33,4,1,26350.0,-1.0,-1.0,-1.0,12.6,-1.0,-1.0,-1.0
2025-01-20 11:18:03,3,2,25013.2,-1.0,-1.0,-1.0,14.7,-1.0,-1.0,-1.0
2025-01-20 11:18:33,2,2,24503.1,-1.0,-1.0,-1.0,13.2,-1.0,-1.0,-1.0
2025-01-20 11:19:03,6,1,25324.4,-1.0,-1.0,-1.0,12.0,-1.0,-1.0,-1.0
2025-01-20 11:19:33,3,1,25098.3,-1.0,-1.0,-1.0,13.3,-1.0,-1.0,-1.0
2025-01-20 11:20:03,3,1,25533.2,-1.0,-1.0,-1.0,18.6,-1.0,-1.0,-1.0
2025-01-20 11:20:33,4,1,27911.8,-1.0,-1.0,-1.0,15.0,-1.0,-1.0,-1.0
2025-01-20 11:21:03,5,2,26550.8,-1.0,-1.0,-1.0,18.3,-1.0,-1.0,-1.0
2025-01-20 11:21:33,5,1,26027.7,-1.0,-1.0,-1.0,11.1,-1.0,-1.0,-1.0
2025-01-20 11:22:03,1,2,28059.3,-1.0,-1.0,-1.0,36.3,-1.0,-1.0,-1.0
2025-01-20 11:22:33,2,1,26386.5,-1.0,-1.0,-1.0,12.3,-1.0,-1.0,-1.0
2025-01-20 11:23:03,3,2,26863.2,-1.0,-1.0,-1.0,12.5,-1.0,-1.0,-1.0
2025-01-20 11:23:33,3,1,27291.0,-1.0,-1.0,-1.0,12.5,-1.0,-1.0,-1.0
2025-01-20 11:24:03,4,0,26553.7,-1.0,-1.0,-1.0,18.1,-1.0,-1.0,-1.0
2025-01-20 11:24:33,5,1,26587.2,-1.0,-1.0,-1.0,14.6,-1.0,-1.0,-1.0
2025-01-20 11:25:03,3,2,27985.6,-1.0,-1.0,-1.0,14.7,-1.0,-1.0,-1.0
2025-01-20 11:25:33,3,2,26269.1,-1.0,-1.0,-1.0,13.0,-1.0,-1.0,-1.0
2025-01-20 11:26:03,4,1,28576.8,-1.0,-1.0,-1.0,21.8,-1.0,-1.0,-1.0
2025-01-20 11:26:33,2,1,24709.9,-1.0,-1.0,-1.0,13.2,-1.0,-1.0,-1.0
2025-01-20 11:27:03,4,1,24748.2,-1.0,-1.0,-1.0,30.9,-1.0,-1.0,-1.0
2025-01-20 11:27:33,4,2,24258.8,-1.0,-1.0,-1.0,10.4,-1.0,-1.0,-1.0
2025-01-20 11:28:03,5,3,25219.0,-1.0,-1.0,-1.0,15.7,-1.0,-1.0,-1.0
2025-01-20 11:28:33,3,2,25874.0,-1.0,-1.0,-1.0,13.0,-1.0,-1.0,-1.0
2025-01-20 11:29:03,2,2,25386.9,-1.0,-1.0,-1.0,14.5,-1.0,-1.0,-1.0
2025-01-20 11:29:33,4,2,26608.6,-1.0,-1.0,-1.0,13.0,-1.0,-1.0,-1.0
2025-01-20 11:30:03,3,2,28559.0,-1.0,-1.0,-1.0,17.3,-1.0,-1.0,-1.0
2025-01-20 11:30:33,5,1,31604.0,-1.0,-1.0,-1.0,14.6,-1.0,-1.0,-1.0
2025-01-20 11:31:03,6,1,30237.7,-1.0,-1.0,-1.0,19.6,-1.0,-1.0,-1.0
2025-01-20 11:31:33,5,1,27300.0,-1.0,-1.0,-1.0,12.6,-1.0,-1.0,-1.0
2025-01-20 11:32:03,1,2,26030.0,-1.0,-1.0,-1.0,35.7,-1.0,-1.0,-1.0
2025-01-20 11:32:33,3,2,27074.9,-1.0,-1.0,-1.0,12.0,-1.0,-1.0,-1.0
2025-01-20 11:33:03,4,1,25222.2,-1.0,-1.0,-1.0,13.2,-1.0,-1.0,-1.0
2025-01-20 11:33:33,2,2,25230.0,-1.0,-1.0,-1.0,14.1,-1.0,-1.0,-1.0
2025-01-20 11:34:03,3,0,23908.6,-1.0,-1.0,-1.0,14.9,-1.0,-1.0,-1.0
2025-01-20 11:34:33,3,2,26925.8,-1.0,-1.0,-1.0,14.7,-1.0,-1.0,-1.0
2025-01-20 11:35:03,4,2,25350.0,-1.0,-1.0,-1.0,15.2,-1.0,-1.0,-1.0
2025-01-20 11:35:33,4,1,28764.8,-1.0,-1.0,-1.0,13.4,-1.0,-1.0,-1.0
2025-01-20 11:36:03,4,1,30667.1,-1.0,-1.0,-1.0,22.1,-1.0,-1.0,-1.0
2025-01-20 11:36:33,5,1,29051.7,-1.0,-1.0,-1.0,13.3,-1.0,-1.0,-1.0
2025-01-20 11:37:03,5,2,28759.3,-1.0,-1.0,-1.0,30.9,-1.0,-1.0,-1.0
2025-01-20 11:37:33,6,1,27714.2,-1.0,-1.0,-1.0,13.0,-1.0,-1.0,-1.0
2025-01-20 11:38:03,2,1,27702.6,-1.0,-1.0,-1.0,14.2,-1.0,-1.0,-1.0
2025-01-20 11:38:33,4,2,26500.7,-1.0,-1.0,-1.0,12.6,-1.0,-1.0,-1.0
2025-01-20 11:39:03,2,2,24073.5,-1.0,-1.0,-1.0,13.2,-1.0,-1.0,-1.0
2025-01-20 11:39:33,3,2,24452.9,-1.0,-1.0,-1.0,12.9,-1.0,-1.0,-1.0
2025-01-20 11:40:03,1,3,24557.9,-1.0,-1.0,-1.0,19.1,-1.0,-1.0,-1.0
2025-01-20 11:40:33,4,1,28649.2,-1.0,-1.0,-1.0,14.3,-1.0,-1.0,-1.0
2025-01-20 11:41:03,4,2,30284.2,-1.0,-1.0,-1.0,20.1,-1.0,-1.0,-1.0
2025-01-20 11:41:33,8,1,28084.9,-1.0,-1.0,-1.0,12.7,-1.0,-1.0,-1.0
2025-01-20 11:42:03,5,1,27527.1,-1.0,-1.0,-1.0,34.0,-1.0,-1.0,-1.0
2025-01-20 11:42:33,5,0,25629.7,-1.0,-1.0,-1.0,11.8,-1.0,-1.0,-1.0
2025-01-20 11:43:03,6,0,24670.7,-1.0,-1.0,-1.0,12.0,-1.0,-1.0,-1.0
2025-01-20 11:43:34,5,1,24983.0,-1.0,-1.0,-1.0,12.2,-1.0,-1.0,-1.0
2025-01-20 11:44:04,6,1,24384.1,-1.0,-1.0,-1.0,16.6,-1.0,-1.0,-1.0
2025-01-20 11:44:33,3,1,24352.3,-1.0,-1.0,-1.0,14.0,-1.0,-1.0,-1.0
2025-01-20 11:45:03,4,3,24925.6,-1.0,-1.0,-1.0,14.7,-1.0,-1.0,-1.0
2025-01-20 11:45:33,7,0,27445.7,-1.0,-1.0,-1.0,12.6,-1.0,-1.0,-1.0
2025-01-20 11:46:03,4,1,28946.5,-1.0,-1.0,-1.0,21.8,-1.0,-1.0,-1.0
2025-01-20 11:46:33,5,2,25272.5,-1.0,-1.0,-1.0,11.2,-1.0,-1.0,-1.0
2025-01-20 11:47:03,6,1,27415.2,-1.0,-1.0,-1.0,30.8,-1.0,-1.0,-1.0
2025-01-20 11:47:33,2,1,25216.1,-1.0,-1.0,-1.0,12.1,-1.0,-1.0,-1.0
2025-01-20 11:48:03,5,1,24648.8,-1.0,-1.0,-1.0,16.1,-1.0,-1.0,-1.0
2025-01-20 11:48:33,2,1,24678.4,-1.0,-1.0,-1.0,13.4,-1.0,-1.0,-1.0
2025-01-20 11:49:03,3,2,24987.8,-1.0,-1.0,-1.0,12.3,-1.0,-1.0,-1.0
2025-01-20 11:49:33,4,2,25842.8,-1.0,-1.0,-1.0,11.6,-1.0,-1.0,-1.0
2025-01-20 11:50:03,6,3,28094.9,-1.0,-1.0,-1.0,18.8,-1.0,-1.0,-1.0
2025-01-20 11:50:33,4,1,29765.1,-1.0,-1.0,-1.0,13.2,-1.0,-1.0,-1.0
2025-01-20 11:51:03,5,0,31416.0,-1.0,-1.0,-1.0,19.0,-1.0,-1.0,-1.0
2025-01-20 11:51:33,4,1,26780.9,-1.0,-1.0,-1.0,11.9,-1.0,-1.0,-1.0
2025-01-20 11:52:03,5,0,25911.2,-1.0,-1.0,-1.0,34.9,-1.0,-1.0,-1.0
2025-01-20 11:52:33,2,1,26389.2,-1.0,-1.0,-1.0,11.3,-1.0,-1.0,-1.0
2025-01-20 11:53:03,3,2,24980.2,-1.0,-1.0,-1.0,11.8,-1.0,-1.0,-1.0
2025-01-20 11:53:33,6,0,25359.7,-1.0,-1.0,-1.0,12.8,-1.0,-1.0,-1.0
2025-01-20 11:54:03,3,2,25624.5,-1.0,-1.0,-1.0,15.5,-1.0,-1.0,-1.0
2025-01-20 11:54:33,4,0,24946.1,-1.0,-1.0,-1.0,14.0,-1.0,-1.0,-1.0
2025-01-20 11:55:03,6,1,24664.9,-1.0,-1.0,-1.0,14.5,-1.0,-1.0,-1.0
2025-01-20 11:55:33,3,2,24969.2,-1.0,-1.0,-1.0,13.8,-1.0,-1.0,-1.0
2025-01-20 11:56:03,5,0,27373.4,-1.0,-1.0,-1.0,21.3,-1.0,-1.0,-1.0
2025-01-20 11:56:33,4,0,28597.6,-1.0,-1.0,-1.0,12.0,-1.0,-1.0,-1.0
2025-01-20 11:57:03,3,2,28160.7,-1.0,-1.0,-1.0,32.8,-1.0,-1.0,-1.0
2025-01-20 11:57:33,4,1,25335.8,-1.0,-1.0,-1.0,14.2,-1.0,-1.0,-1.0
2025-01-20 11:58:03,1,3,24446.5,-1.0,-1.0,-1.0,15.0,-1.0,-1.0,-1.0
2025-01-20 11:58:33,3,0,23584.5,-1.0,-1.0,-1.0,14.7,-1.0,-1.0,-1.0
2025-01-20 11:59:03,2,1,24016.1,-1.0,-1.0,-1.0,14.7,-1.0,-1.0,-1.0
2025-01-20 11:59:33,1,2,24436.1,-1.0,-1.0,-1.0,12.8,-1.0,-1.0,-1.0
2025-01-20 12:00:03,5,2,26230.9,-1.0,-1.0,-1.0,18.6,-1.0,-1.0,-1.0
2025-01-20 12:00:33,3,2,26495.8,-1.0,-1.0,-1.0,16.0,-1.0,-1.0,-1.0
2025-01-20 12:01:03,2,1,27253.5,-1.0,-1.0,-1.0,20.6,-1.0,-1.0,-1.0
2025-01-20 12:01:33,4,2,24248.9,-1.0,-1.0,-1.0,10.9,-1.0,-1.0,-1.0
2025-01-20 12:02:03,3,1,25022.3,-1.0,-1.0,-1.0,33.4,-1.0,-1.0,-1.0
2025-01-20 12:02:33,3,0,24236.6,-1.0,-1.0,-1.0,12.6,-1.0,-1.0,-1.0
2025-01-20 12:03:03,3,1,24265.3,-1.0,-1.0,-1.0,12.9,-1.0,-1.0,-1.0
2025-01-20 12:03:33,3,2,24021.6,-1.0,-1.0,-1.0,11.8,-1.0,-1.0,-1.0
2025-01-20 12:04:03,3,1,26368.5,-1.0,-1.0,-1.0,18.5,-1.0,-1.0,-1.0
2025-01-20 12:04:33,5,0,24400.9,-1.0,-1.0,-1.0,12.1,-1.0,-1.0,-1.0
2025-01-20 12:05:03,3,1,26590.8,-1.0,-1.0,-1.0,16.3,-1.0,-1.0,-1.0
2025-01-20 12:05:33,3,0,27737.4,-1.0,-1.0,-1.0,12.1,-1.0,-1.0,-1.0
2025-01-20 12:06:03,3,1,27078.0,-1.0,-1.0,-1.0,21.2,-1.0,-1.0,-1.0
2025-01-20 12:06:33,5,1,26208.3,-1.0,-1.0,-1.0,11.3,-1.0,-1.0,-1.0
2025-01-20 12:07:03,1,2,31366.9,-1.0,-1.0,-1.0,31.1,-1.0,-1.0,-1.0
2025-01-20 12:07:33,5,0,25890.8,-1.0,-1.0,-1.0,10.0,-1.0,-1.0,-1.0
