Paging and Virtual Memory,nr_dirty,nr_writeback,nr_unstable,nr_page_table_pages,nr_mapped,nr_slab,pgpgin,pgpgout,pswpin,pswpout,pgfree,pgactivate,pgdeactivate,pgfault,pgmajfault,pginodesteal,slabs_scanned,kswapd_steal,kswapd_inodesteal,pageoutrun,allocstall,pgrotated,pgalloc_high,pgalloc_normal,pgalloc_dma,pgrefill_high,pgrefill_normal,pgrefill_dma,pgsteal_high,pgsteal_normal,pgsteal_dma,pgscan_kswapd_high,pgscan_kswapd_normal,pgscan_kswapd_dma,pgscan_direct_high,pgscan_direct_normal,pgscan_direct_dma
2025-01-20 10:55:33,781,0,0,73213,305114,-1,19406255,24711,0,0,428308,370,0,417844,0,0,0,0,0,0,0,0,0,471382,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 10:56:03,631,0,0,72891,305314,-1,15905047,29226,0,0,453092,617,0,393434,0,0,0,0,0,0,0,0,0,465709,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 10:56:33,611,0,0,73593,305114,-1,16508135,1079735,0,0,452068,131,0,286179,0,0,0,0,0,0,0,0,0,397242,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 10:57:03,433,0,0,73049,305114,-1,15791218,24695,0,0,495450,167,0,429805,6,0,0,0,0,0,0,0,0,491073,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 10:57:33,391,0,0,73674,305114,-1,16084589,192971,0,0,259723,262,0,221542,0,0,0,0,0,0,0,0,0,269702,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 10:58:03,258,0,0,74048,305344,-1,15843104,26286,0,0,275724,128,0,236651,0,0,0,0,0,0,0,0,0,256678,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 10:58:33,781,0,0,74517,305115,-1,16307328,39072,0,0,367746,398,0,388314,0,0,0,0,0,0,0,0,0,418199,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 10:59:03,663,0,0,74222,305114,-1,16102582,21476,0,0,438492,111,0,342501,0,0,0,0,0,0,0,0,0,390478,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 10:59:33,668,0,0,74306,305114,-1,15992276,25100,0,0,310644,198,0,285521,0,0,0,0,0,0,0,0,0,309061,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:00:03,567,0,0,74964,305313,-1,16045106,24898,0,0,494639,236,0,491557,0,0,0,0,0,0,0,0,0,504436,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:00:33,452,0,0,73937,305114,-1,13920352,23413,0,0,285600,244,0,273573,0,0,0,0,0,0,0,0,0,294659,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:01:03,358,0,0,74334,305005,-1,15806648,34766,0,0,416458,719,0,355397,0,0,0,0,0,0,0,0,0,412697,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:01:33,525,0,0,73652,304943,-1,15909791,417470,0,0,311204,146,0,200163,0,0,0,0,0,0,0,0,0,299124,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:02:03,936,0,0,73860,305137,-1,16018972,30097,0,0,324874,215,0,312203,6,0,0,0,0,0,0,0,0,335082,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:02:33,721,0,0,73454,305201,-1,14694304,192726,0,0,293330,351,0,236376,0,0,0,0,0,0,0,0,0,284068,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:03:03,609,0,0,73285,304778,-1,15040171,32521,0,0,393917,218,0,381472,1,0,0,0,0,0,0,0,0,429270,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:03:33,704,0,0,73618,304777,-1,16232105,39144,0,0,484952,144,0,465489,0,0,0,0,0,0,0,0,0,509992,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:04:03,448,0,0,73359,305006,-1,15895413,28041,0,0,438112,164,0,359355,0,0,0,0,0,0,0,0,0,411029,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:04:33,609,0,0,74158,305007,-1,16055302,23938,0,0,302520,319,0,318771,0,0,0,0,0,0,0,0,0,355584,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:05:03,389,0,0,75091,305006,-1,16077262,28842,0,0,387912,271,0,336831,0,0,0,0,0,0,0,0,0,366838,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:05:33,1005,0,0,74214,305037,-1,13759145,36916,0,0,355133,263,0,264756,0,0,0,0,0,0,0,0,0,306493,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:06:03,611,0,0,74615,305267,-1,14935441,34268,0,0,329897,752,0,334550,0,0,0,0,0,0,0,0,0,370342,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:06:33,709,0,0,74327,305447,-1,16163311,1112184,0,0,366763,97,0,231587,0,0,0,0,0,0,0,0,0,330384,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:07:03,571,0,0,73169,305068,-1,14917738,30307,0,0,440513,310,0,377936,6,0,0,0,0,0,0,0,0,421085,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:07:33,596,0,0,72649,305067,-1,15965370,195690,0,0,310278,153,0,239882,0,0,0,0,0,0,0,0,0,303548,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:08:03,269,0,0,73743,305266,-1,16109636,23303,0,0,460382,107,0,417164,0,0,0,0,0,0,0,0,0,474581,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:08:33,415,0,0,73616,305068,-1,16059924,50299,0,0,267169,617,0,230878,0,0,0,0,0,0,0,0,0,267636,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:09:03,647,0,0,73253,305040,-1,15982947,23236,0,0,251405,117,0,218787,0,0,0,0,0,0,0,0,0,244679,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:09:33,706,0,0,73052,305052,-1,16186706,29140,0,0,242999,161,0,217532,0,0,0,0,0,0,0,0,0,245785,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:10:04,797,0,0,75085,305233,-1,15862640,25902,0,0,307452,237,0,323975,0,0,0,0,0,0,0,0,0,331490,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:10:33,601,0,0,73948,305036,-1,15106061,32173,0,0,343484,159,0,320306,0,0,0,0,0,0,0,0,0,362549,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:11:03,351,0,0,73617,305036,-1,15971679,41196,0,0,405238,734,0,319106,0,0,0,0,0,0,0,0,0,359824,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:11:33,539,0,0,73518,305037,-1,16110718,426946,0,0,320635,114,0,219941,0,0,0,0,0,0,0,0,0,323245,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:12:03,216,0,0,72550,305236,-1,16135528,27651,0,0,351978,274,0,318201,6,0,0,0,0,0,0,0,0,345115,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:12:33,690,0,0,72396,305040,-1,21002038,191187,0,0,307384,159,0,246484,0,0,0,0,0,0,0,0,0,303990,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:13:03,551,0,0,72498,305051,-1,16608745,26400,0,0,372802,133,0,330836,0,0,0,0,0,0,0,0,0,372504,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:13:33,712,0,0,72713,305037,-1,15925554,55487,0,0,344637,419,0,310047,0,0,0,0,0,0,0,0,0,351749,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:14:03,474,0,0,73117,305235,-1,16103879,36714,0,0,318941,477,0,275930,0,0,0,0,0,0,0,0,0,317455,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:14:33,414,0,0,72963,305284,-1,16142812,30965,0,0,318815,330,0,305704,0,0,0,0,0,0,0,0,0,347875,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:15:03,378,0,0,73123,304853,-1,18327217,27991,0,0,408172,72,0,334911,0,0,0,0,0,0,0,0,0,385101,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:15:33,271,0,0,72270,304872,-1,18172421,37121,0,0,383025,151,0,226269,0,0,0,0,0,0,0,0,0,368744,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:16:03,1360,0,0,71916,305075,-1,14667408,28795,0,0,479751,659,0,327838,0,0,0,0,0,0,0,0,0,474743,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:16:33,657,0,0,71994,305080,-1,15856274,432343,0,0,394151,270,0,197840,0,0,0,0,0,0,0,0,0,391379,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:17:03,767,0,0,72599,305067,-1,16165694,37435,0,0,479588,327,0,360883,6,0,0,0,0,0,0,0,0,489978,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:17:33,656,0,0,72984,305068,-1,16507906,919496,0,0,280527,453,0,225526,0,0,0,0,0,0,0,0,0,281967,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:18:03,362,0,0,73720,305263,-1,16123195,30358,0,0,352844,272,0,308961,0,0,0,0,0,0,0,0,0,362347,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:18:33,428,0,0,73862,305068,-1,16087787,32418,0,0,254724,376,0,229613,0,0,0,0,0,0,0,0,0,256234,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:19:03,228,0,0,73816,305068,-1,15816511,34339,0,0,341368,393,0,285865,0,0,0,0,0,0,0,0,0,344274,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:19:33,737,0,0,73786,305077,-1,16132774,23190,0,0,241058,104,0,213755,0,0,0,0,0,0,0,0,0,238516,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:20:03,685,0,0,74167,305267,-1,18285578,25806,0,0,284421,357,0,292728,0,0,0,0,0,0,0,0,0,296708,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:20:33,723,0,0,74045,305099,-1,18844857,26259,0,0,362368,119,0,250997,0,0,0,0,0,0,0,0,0,359867,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:21:03,518,0,0,74286,305100,-1,16194449,30260,0,0,418469,721,0,316195,0,0,0,0,0,0,0,0,0,448912,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:21:33,434,0,0,73714,305100,-1,16127629,426782,0,0,473604,139,0,249007,0,0,0,0,0,0,0,0,0,435871,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:22:03,464,0,0,73869,305282,-1,16350622,31410,0,0,504501,184,0,393310,6,0,0,0,0,0,0,0,0,503987,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:22:33,274,0,0,74068,305052,-1,15357943,197289,0,0,333245,185,0,276569,0,0,0,0,0,0,0,0,0,362477,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:23:03,713,0,0,75007,305052,-1,16079099,26510,0,0,367682,144,0,317478,0,0,0,0,0,0,0,0,0,379817,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:23:33,810,0,0,74575,304965,-1,15975542,45597,0,0,281166,151,0,240975,0,0,0,0,0,0,0,0,0,280318,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:24:03,637,0,0,74582,305145,-1,15954337,29111,0,0,268514,140,0,240029,0,0,0,0,0,0,0,0,0,266768,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:24:33,694,0,0,74494,305039,-1,15688979,28089,0,0,279471,231,0,238837,0,0,0,0,0,0,0,0,0,278074,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:25:03,359,0,0,74917,305040,-1,17901415,26691,0,0,316096,122,0,292315,0,0,0,0,0,0,0,0,0,330502,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:25:33,387,0,0,73643,305040,-1,16265214,32905,0,0,303850,252,0,214122,0,0,0,0,0,0,0,0,0,259041,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:26:03,238,0,0,73782,305234,-1,16116623,31922,0,0,439347,782,0,369113,0,0,0,0,0,0,0,0,0,436056,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:26:33,728,0,0,72856,305284,-1,15801111,411887,0,0,327877,86,0,221412,0,0,0,0,0,0,0,0,0,313452,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:27:03,623,0,0,72678,304811,-1,15348895,30794,0,0,389953,83,0,360178,6,0,0,0,0,0,0,0,0,389527,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:27:33,712,0,0,73995,304812,-1,15741983,185402,0,0,264233,141,0,225753,0,0,0,0,0,0,0,0,0,275761,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:28:03,506,0,0,73589,305043,-1,15916600,29635,0,0,334608,149,0,315283,0,0,0,0,0,0,0,0,0,358007,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:28:33,428,0,0,73377,305009,-1,15567199,40264,0,0,323406,253,0,301921,0,0,0,0,0,0,0,0,0,331907,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:29:03,361,0,0,73873,305010,-1,15741383,21081,0,0,323118,168,0,295975,0,0,0,0,0,0,0,0,0,330063,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:29:33,390,0,0,73867,305040,-1,16190074,30038,0,0,243866,144,0,220640,0,0,0,0,0,0,0,0,0,245563,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:30:03,749,0,0,74106,305255,-1,16099610,21777,0,0,283755,125,0,305928,0,0,0,0,0,0,0,0,0,317515,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:30:33,690,0,0,73174,305072,-1,13441633,33794,0,0,426381,181,0,303002,0,0,0,0,0,0,0,0,0,440839,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:31:03,722,0,0,73182,305071,-1,15750747,25235,0,0,759733,712,0,533730,0,0,0,0,0,0,0,0,0,727184,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:31:33,543,0,0,73270,305075,-1,16275784,1094168,0,0,540375,139,0,341317,0,0,0,0,0,0,0,0,0,528547,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:32:03,430,0,0,72845,305266,-1,15755249,23970,0,0,725132,117,0,519297,6,0,0,0,0,0,0,0,0,679667,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:32:33,433,0,0,72924,305041,-1,21931483,193729,0,0,329364,218,0,288977,0,0,0,0,0,0,0,0,0,357891,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:33:03,286,0,0,72634,305054,-1,15950363,26850,0,0,523804,94,0,442903,0,0,0,0,0,0,0,0,0,500793,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:33:33,690,0,0,72499,305040,-1,15560467,36232,0,0,408594,176,0,364087,0,0,0,0,0,0,0,0,0,403568,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:34:03,691,0,0,73248,305240,-1,16321424,21198,0,0,349743,182,0,311770,0,0,0,0,0,0,0,0,0,354895,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:34:33,669,0,0,72619,304995,-1,22761480,24551,0,0,328927,106,0,285949,0,0,0,0,0,0,0,0,0,327886,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:35:03,506,0,0,72944,305043,-1,19159223,23423,0,0,416390,104,0,385418,0,0,0,0,0,0,0,0,0,422470,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:35:33,744,0,0,72589,305072,-1,18848624,41502,0,0,425611,378,0,309777,0,0,0,0,0,0,0,0,0,427907,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:36:03,376,0,0,73982,305271,-1,16326291,37807,0,0,423461,646,0,325261,0,0,0,0,0,0,0,0,0,429438,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:36:33,216,0,0,74895,305228,-1,22179366,431049,0,0,399080,117,0,297576,0,0,0,0,0,0,0,0,0,477563,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:37:03,767,0,0,73959,305151,-1,16491001,22121,0,0,724387,153,0,546985,6,0,0,0,0,0,0,0,0,711989,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:37:33,696,0,0,72833,305104,-1,16058257,198089,0,0,423487,182,0,294752,0,0,0,0,0,0,0,0,0,369720,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:38:03,638,0,0,73586,305299,-1,16317251,28857,0,0,452052,119,0,375228,0,0,0,0,0,0,0,0,0,459935,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:38:33,615,0,0,73034,305347,-1,16316892,36846,0,0,344062,252,0,246772,0,0,0,0,0,0,0,0,0,307221,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:39:03,405,0,0,73107,304876,-1,16186693,20955,0,0,234133,213,0,210366,0,0,0,0,0,0,0,0,0,236091,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:39:33,343,0,0,72808,304875,-1,16023286,37648,0,0,236016,114,0,202053,0,0,0,0,0,0,0,0,0,230464,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:40:03,294,0,0,73959,305104,-1,18141200,21300,0,0,375554,121,0,363927,0,0,0,0,0,0,0,0,0,390004,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:40:33,788,0,0,73718,305103,-1,23732647,29756,0,0,246463,119,0,277220,0,0,0,0,0,0,0,0,0,294988,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:41:03,645,0,0,73605,305024,-1,15737463,42534,0,0,382996,724,0,350475,0,0,0,0,0,0,0,0,0,406282,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:41:33,658,0,0,73847,305415,-1,15161238,1092791,0,0,347136,144,0,217600,0,0,0,0,0,0,0,0,0,324445,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:42:03,557,0,0,73846,305162,-1,16076958,26434,0,0,407643,106,0,376602,6,0,0,0,0,0,0,0,0,402703,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:42:33,437,0,0,73127,305039,-1,16249105,197450,0,0,320022,210,0,223170,0,0,0,0,0,0,0,0,0,287708,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:43:03,464,0,0,73136,305040,-1,16017029,25391,0,0,244870,90,0,216952,0,0,0,0,0,0,0,0,0,247416,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:43:34,258,0,0,73153,305040,-1,16222771,41847,0,0,247131,188,0,243012,0,0,0,0,0,0,0,0,0,273641,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:44:04,928,0,0,73525,305235,-1,15855007,20868,0,0,382595,267,0,313319,0,0,0,0,0,0,0,0,0,362425,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:44:33,753,0,0,73275,305040,-1,15464404,29949,0,0,337657,284,0,288629,0,0,0,0,0,0,0,0,0,333065,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:45:03,639,0,0,74570,305040,-1,18142164,24475,0,0,364357,118,0,342351,0,0,0,0,0,0,0,0,0,377348,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:45:33,686,0,0,73411,305072,-1,18696757,33503,0,0,340136,223,0,205899,0,0,0,0,0,0,0,0,0,323407,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:46:03,666,0,0,73172,305270,-1,16305727,34117,0,0,411432,698,0,275944,0,0,0,0,0,0,0,0,0,411346,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:46:33,333,0,0,73160,305073,-1,16151487,427370,0,0,582197,217,0,374659,0,0,0,0,0,0,0,0,0,613786,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:47:03,431,0,0,73185,305072,-1,15995567,35368,0,0,707849,199,0,521373,6,0,0,0,0,0,0,0,0,684758,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:47:33,682,0,0,72789,305039,-1,16330836,190075,0,0,313717,170,0,241326,0,0,0,0,0,0,0,0,0,310809,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:48:03,645,0,0,72728,305234,-1,15967444,20205,0,0,475076,132,0,404237,0,0,0,0,0,0,0,0,0,476647,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:48:33,638,0,0,73013,305039,-1,15334566,34782,0,0,309319,120,0,276720,0,0,0,0,0,0,0,0,0,305276,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:49:03,620,0,0,72894,305091,-1,15847005,28992,0,0,367066,91,0,327726,0,0,0,0,0,0,0,0,0,366655,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:49:33,444,0,0,72273,305039,-1,16092190,28613,0,0,339496,88,0,331710,0,0,0,0,0,0,0,0,0,363953,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:50:03,363,0,0,73277,305291,-1,17442820,29288,0,0,443063,101,0,405402,0,0,0,0,0,0,0,0,0,454903,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:50:33,248,0,0,72437,305372,-1,18150706,31542,0,0,431691,102,0,269488,0,0,0,0,0,0,0,0,0,408607,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:51:03,770,0,0,72198,304897,-1,14620696,43217,0,0,398324,628,0,277568,0,0,0,0,0,0,0,0,0,393291,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:51:33,688,0,0,72440,304866,-1,15549693,1081535,0,0,541799,271,0,329156,0,0,0,0,0,0,0,0,0,530481,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:52:03,846,0,0,73229,305030,-1,15334985,46923,0,0,769444,129,0,584924,9,0,0,0,0,0,0,0,0,779519,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:52:33,563,0,0,73244,305034,-1,21453385,196506,0,0,309035,152,0,214651,0,0,0,0,0,0,0,0,0,289553,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:53:03,435,0,0,73563,305047,-1,15621128,23835,0,0,274421,84,0,253482,0,0,0,0,0,0,0,0,0,277155,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:53:33,378,0,0,73184,305093,-1,15711247,56676,0,0,263180,148,0,226583,0,0,0,0,0,0,0,0,0,259746,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:54:03,320,0,0,74056,305269,-1,15809706,43588,0,0,293685,95,0,265786,0,0,0,0,0,0,0,0,0,303208,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:54:33,755,0,0,73992,305093,-1,16062522,35234,0,0,242433,179,0,212937,0,0,0,0,0,0,0,0,0,241827,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:55:03,751,0,0,74891,305092,-1,15602669,31706,0,0,236578,76,0,231765,0,0,0,0,0,0,0,0,0,246496,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:55:33,642,0,0,73801,305028,-1,12592978,46798,0,0,280723,177,0,227213,0,0,0,0,0,0,0,0,0,264869,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:56:03,613,0,0,74339,305288,-1,15998730,40271,0,0,276527,558,0,289659,0,0,0,0,0,0,0,0,0,314762,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:56:33,367,0,0,74682,305093,-1,15650881,418115,0,0,383029,266,0,259715,0,0,0,0,0,0,0,0,0,363790,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:57:03,360,0,0,75209,305093,-1,15863181,29344,0,0,734179,182,0,594758,6,0,0,0,0,0,0,0,0,708523,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:57:33,227,0,0,75198,305093,-1,16023650,187357,0,0,337698,180,0,290525,0,0,0,0,0,0,0,0,0,339467,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:58:03,730,0,0,74448,305257,-1,15750375,24979,0,0,387125,133,0,330328,0,0,0,0,0,0,0,0,0,378594,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:58:33,727,0,0,74198,305062,-1,14658863,45271,0,0,280975,112,0,249427,0,0,0,0,0,0,0,0,0,276917,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:59:03,612,0,0,74367,305062,-1,16073012,25044,0,0,380895,99,0,339014,0,0,0,0,0,0,0,0,0,383499,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 11:59:33,606,0,0,74558,305062,-1,15938535,24747,0,0,265810,105,0,248131,0,0,0,0,0,0,0,0,0,268291,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 12:00:03,431,0,0,74397,305261,-1,17885096,26068,0,0,395206,116,0,409486,0,0,0,0,0,0,0,0,0,441825,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 12:00:33,374,0,0,73514,305061,-1,19216865,75188,0,0,371115,98,0,292879,0,0,0,0,0,0,0,0,0,329208,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 12:01:03,285,0,0,72951,305008,-1,15950276,37283,0,0,394352,712,0,320165,0,0,0,0,0,0,0,0,0,374997,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 12:01:33,706,0,0,72982,305008,-1,16137172,413315,0,0,276124,164,0,188346,0,0,0,0,0,0,0,0,0,278255,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 12:02:03,780,0,0,72602,305552,-1,16201269,23824,0,0,320747,82,0,300153,6,0,0,0,0,0,0,0,0,316267,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 12:02:33,687,0,0,72819,305221,-1,16443352,865584,0,0,239969,136,0,190013,0,0,0,0,0,0,0,0,0,237218,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 12:03:03,505,0,0,72808,304750,-1,16299485,22228,0,0,285816,118,0,254835,0,0,0,0,0,0,0,0,0,287271,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 12:03:33,447,0,0,72237,304750,-1,16088042,36912,0,0,229574,111,0,206689,0,0,0,0,0,0,0,0,0,226639,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 12:04:03,446,0,0,73509,305002,-1,15924530,29865,0,0,394396,102,0,375002,0,0,0,0,0,0,0,0,0,409378,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 12:04:33,285,0,0,73098,304977,-1,16106964,21185,0,0,262366,97,0,295712,0,0,0,0,0,0,0,0,0,324828,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 12:05:03,723,0,0,73392,304978,-1,15729872,18381,0,0,302424,114,0,266578,0,0,0,0,0,0,0,0,0,276343,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 12:05:33,744,0,0,73352,305041,-1,15710969,34646,0,0,323416,81,0,211056,0,0,0,0,0,0,0,0,0,321047,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 12:06:03,548,0,0,72723,305235,-1,16117025,34328,0,0,359853,791,0,239073,0,0,0,0,0,0,0,0,0,347086,0,0,0,0,0,0,0,0,0,0,0,0,0
