Paging and Virtual Memory,nr_dirty,nr_writeback,nr_unstable,nr_page_table_pages,nr_mapped,nr_slab,pgpgin,pgpgout,pswpin,pswpout,pgfree,pgactivate,pgdeactivate,pgfault,pgmajfault,pginodesteal,slabs_scanned,kswapd_steal,kswapd_inodesteal,pageoutrun,allocstall,pgrotated,pgalloc_high,pgalloc_normal,pgalloc_dma,pgrefill_high,pgrefill_normal,pgrefill_dma,pgsteal_high,pgsteal_normal,pgsteal_dma,pgscan_kswapd_high,pgscan_kswapd_normal,pgscan_kswapd_dma,pgscan_direct_high,pgscan_direct_normal,pgscan_direct_dma
2025-01-20 14:03:04,348,0,0,68772,304861,-1,16001503,13119,0,0,324237,81,0,292398,0,0,0,0,0,0,0,0,0,330668,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:03:34,481,0,0,68580,304858,-1,15961679,14398,0,0,242840,88,0,229835,0,0,0,0,0,0,0,0,0,242817,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:04:04,666,0,0,69076,305097,-1,15872777,10332,0,0,289322,100,0,316573,0,0,0,0,0,0,0,0,0,335017,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:04:34,727,0,0,69301,305062,-1,22359654,15666,0,0,252065,106,0,203269,0,0,0,0,0,0,0,0,0,217207,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:05:04,490,0,0,69582,305056,-1,18330784,13578,0,0,235052,89,0,244577,0,0,0,0,0,0,0,0,0,243783,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:05:34,891,0,0,69278,305117,-1,19273059,30949,0,0,416137,372,0,293409,0,0,0,0,0,0,0,0,0,408153,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:06:04,475,0,0,69382,305313,-1,15963851,26581,0,0,498487,378,0,354364,0,0,0,0,0,0,0,0,0,498714,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:06:33,379,0,0,69107,305121,-1,15665594,430794,0,0,375303,112,0,205402,0,0,0,0,0,0,0,0,0,378115,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:07:03,309,0,0,69613,305118,-1,14937687,21754,0,0,516309,89,0,397157,6,0,0,0,0,0,0,0,0,513116,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:07:33,706,0,0,69937,305086,-1,16438621,187117,0,0,549975,121,0,426141,0,0,0,0,0,0,0,0,0,555915,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:08:03,483,0,0,70309,305313,-1,16227314,16756,0,0,337301,88,0,314854,0,0,0,0,0,0,0,0,0,348550,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:08:33,630,0,0,70035,305069,-1,15943057,15043,0,0,228054,93,0,203536,0,0,0,0,0,0,0,0,0,217851,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:09:03,510,0,0,70120,305068,-1,16059035,13355,0,0,342165,73,0,306347,0,0,0,0,0,0,0,0,0,343661,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:09:33,453,0,0,70197,305072,-1,15869404,27925,0,0,200252,165,0,177963,0,0,0,0,0,0,0,0,0,201849,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:10:03,492,0,0,71122,305264,-1,17933251,30196,0,0,277795,509,0,274592,0,0,0,0,0,0,0,0,0,288786,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:10:33,325,0,0,70636,305101,-1,19624678,21385,0,0,308513,182,0,198559,0,0,0,0,0,0,0,0,0,301233,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:11:03,575,0,0,71135,305198,-1,15971442,23685,0,0,434374,737,0,317159,0,0,0,0,0,0,0,0,0,440143,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:11:33,789,0,0,71463,305048,-1,16050269,421394,0,0,439854,74,0,265166,0,0,0,0,0,0,0,0,0,446181,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:12:03,475,0,0,71726,305212,-1,15975510,15387,0,0,479245,112,0,386534,6,0,0,0,0,0,0,0,0,480991,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:12:33,699,0,0,70658,304967,-1,21343797,877792,0,0,320849,146,0,252268,0,0,0,0,0,0,0,0,0,308151,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:13:03,673,0,0,71015,305471,-1,16428452,15787,0,0,296425,93,0,292445,0,0,0,0,0,0,0,0,0,298118,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:13:33,396,0,0,70959,304873,-1,15974317,25976,0,0,226627,125,0,213577,0,0,0,0,0,0,0,0,0,234519,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:14:03,272,0,0,71221,305180,-1,16371386,14686,0,0,362884,89,0,339223,0,0,0,0,0,0,0,0,0,389562,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:14:33,760,0,0,70974,305227,-1,16291002,17653,0,0,292910,135,0,249797,0,0,0,0,0,0,0,0,0,291812,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:15:03,560,0,0,71234,304719,-1,15816344,17990,0,0,336822,111,0,301820,0,0,0,0,0,0,0,0,0,339027,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:15:33,631,0,0,70217,304757,-1,14720198,28604,0,0,313996,94,0,246523,0,0,0,0,0,0,0,0,0,273370,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:16:03,653,0,0,70277,304988,-1,16113773,29697,0,0,349987,677,0,317414,0,0,0,0,0,0,0,0,0,348844,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:16:33,564,0,0,70216,304985,-1,21305966,416527,0,0,356491,97,0,255081,0,0,0,0,0,0,0,0,0,350577,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:17:03,346,0,0,70887,304879,-1,15171923,17877,0,0,577305,106,0,537302,6,0,0,0,0,0,0,0,0,559356,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:17:33,309,0,0,70961,305016,-1,16084362,185006,0,0,690121,162,0,561580,0,0,0,0,0,0,0,0,0,693806,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:18:03,767,0,0,71138,305167,-1,16244622,17371,0,0,412081,120,0,358557,0,0,0,0,0,0,0,0,0,412984,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:18:33,695,0,0,70316,305016,-1,16241119,20464,0,0,294306,122,0,293945,0,0,0,0,0,0,0,0,0,320067,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:19:03,591,0,0,70435,305016,-1,16157278,19933,0,0,409172,92,0,337094,0,0,0,0,0,0,0,0,0,378569,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:19:33,712,0,0,71041,305015,-1,16019939,23721,0,0,222711,129,0,217058,0,0,0,0,0,0,0,0,0,232102,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:20:03,446,0,0,71493,305210,-1,16035173,22891,0,0,391123,111,0,372325,0,0,0,0,0,0,0,0,0,405365,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:20:33,632,0,0,71042,305049,-1,21384176,20687,0,0,409982,141,0,322684,0,0,0,0,0,0,0,0,0,433378,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:21:03,324,0,0,70819,305067,-1,16053500,30582,0,0,572182,684,0,395998,0,0,0,0,0,0,0,0,0,565368,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:21:33,669,0,0,69470,305051,-1,15429792,420692,0,0,449373,188,0,220576,0,0,0,0,0,0,0,0,0,404977,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:22:03,563,0,0,69761,305267,-1,14862966,22743,0,0,504906,136,0,386193,6,0,0,0,0,0,0,0,0,504360,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:22:33,626,0,0,69440,305016,-1,15977850,189461,0,0,601184,141,0,464277,0,0,0,0,0,0,0,0,0,599575,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:23:03,460,0,0,70159,305063,-1,16297407,27259,0,0,398592,141,0,360906,0,0,0,0,0,0,0,0,0,404902,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:23:33,811,0,0,70702,305032,-1,16172974,23080,0,0,213263,151,0,205555,0,0,0,0,0,0,0,0,0,224398,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:24:03,362,0,0,70923,305226,-1,15862592,24466,0,0,267220,127,0,268833,0,0,0,0,0,0,0,0,0,288575,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:24:33,323,0,0,70583,305032,-1,15845965,20150,0,0,413565,111,0,331968,0,0,0,0,0,0,0,0,0,391183,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:25:03,636,0,0,71211,305002,-1,15892659,20513,0,0,286636,98,0,273780,0,0,0,0,0,0,0,0,0,293640,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:25:33,1008,0,0,70449,305118,-1,15710329,29199,0,0,247691,368,0,245025,0,0,0,0,0,0,0,0,0,276173,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:26:03,703,0,0,70612,305230,-1,16231939,27105,0,0,313064,418,0,259574,0,0,0,0,0,0,0,0,0,279609,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:26:33,744,0,0,70413,305279,-1,15726623,1095436,0,0,354147,114,0,249808,0,0,0,0,0,0,0,0,0,347781,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:27:03,545,0,0,70254,304804,-1,16188256,22807,0,0,466864,107,0,434464,6,0,0,0,0,0,0,0,0,467749,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:27:33,419,0,0,71131,304804,-1,16045733,185633,0,0,240391,128,0,215761,0,0,0,0,0,0,0,0,0,253878,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:28:03,316,0,0,71186,305032,-1,16193288,26899,0,0,431653,108,0,386521,0,0,0,0,0,0,0,0,0,438462,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:28:33,271,0,0,71121,305150,-1,15959327,29231,0,0,343616,290,0,317423,0,0,0,0,0,0,0,0,0,342108,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:29:03,566,0,0,71406,304883,-1,16099741,26417,0,0,314714,110,0,290099,0,0,0,0,0,0,0,0,0,318162,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:29:33,653,0,0,71751,305321,-1,16122695,28397,0,0,322298,177,0,304186,0,0,0,0,0,0,0,0,0,336285,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:30:03,646,0,0,72508,305357,-1,18462990,23935,0,0,340631,156,0,326099,0,0,0,0,0,0,0,0,0,342384,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:30:33,529,0,0,72411,305611,-1,18799727,27944,0,0,325273,111,0,243024,0,0,0,0,0,0,0,0,0,347885,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:31:03,403,0,0,71549,305189,-1,16026755,20236,0,0,536662,113,0,352013,0,0,0,0,0,0,0,0,0,497625,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:31:33,341,0,0,71179,305307,-1,16341358,435432,0,0,457524,683,0,282843,0,0,0,0,0,0,0,0,0,459915,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:32:03,264,0,0,71144,305508,-1,16190080,27350,0,0,433777,150,0,329441,6,0,0,0,0,0,0,0,0,433479,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:32:33,797,0,0,71475,305161,-1,15936393,183656,0,0,605622,192,0,483906,0,0,0,0,0,0,0,0,0,609113,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:33:03,546,0,0,71931,305157,-1,15982448,20843,0,0,571992,84,0,495542,0,0,0,0,0,0,0,0,0,575951,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:33:33,667,0,0,71760,305158,-1,15796948,39530,0,0,239283,185,0,237881,0,0,0,0,0,0,0,0,0,269568,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:34:03,671,0,0,71569,305384,-1,15806144,26105,0,0,347410,129,0,303209,0,0,0,0,0,0,0,0,0,340021,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:34:33,477,0,0,71569,305157,-1,15855735,22212,0,0,347609,95,0,274611,0,0,0,0,0,0,0,0,0,299118,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:35:03,384,0,0,72594,305194,-1,16171031,23534,0,0,346247,100,0,368717,0,0,0,0,0,0,0,0,0,402941,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:35:33,314,0,0,71818,305159,-1,15341829,22199,0,0,335823,105,0,229042,0,0,0,0,0,0,0,0,0,335402,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:36:03,640,0,0,71954,305354,-1,15792209,31306,0,0,536246,673,0,410985,0,0,0,0,0,0,0,0,0,544508,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:36:33,655,0,0,72394,305535,-1,22778068,1079573,0,0,508802,112,0,302165,0,0,0,0,0,0,0,0,0,480422,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:37:03,636,0,0,72436,305190,-1,15485303,22912,0,0,414190,107,0,305103,6,0,0,0,0,0,0,0,0,410641,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:37:33,569,0,0,72325,305127,-1,15799430,182546,0,0,279358,148,0,202368,0,0,0,0,0,0,0,0,0,276326,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:38:03,391,0,0,72557,305406,-1,15563304,19399,0,0,330750,92,0,277016,0,0,0,0,0,0,0,0,0,327581,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:38:34,451,0,0,71252,305370,-1,15963854,26896,0,0,261311,99,0,243154,0,0,0,0,0,0,0,0,0,269691,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:39:04,234,0,0,71646,304899,-1,16082417,20307,0,0,408923,92,0,335926,0,0,0,0,0,0,0,0,0,393854,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:39:34,753,0,0,71495,304916,-1,15971839,23822,0,0,229763,152,0,201580,0,0,0,0,0,0,0,0,0,228725,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:40:04,635,0,0,70810,305018,-1,18204017,21734,0,0,435797,259,0,421631,0,0,0,0,0,0,0,0,0,429266,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:40:34,808,0,0,71311,305144,-1,17685714,19933,0,0,354015,130,0,244712,0,0,0,0,0,0,0,0,0,346013,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:41:04,510,0,0,71427,305159,-1,15550271,33420,0,0,435255,708,0,316382,0,0,0,0,0,0,0,0,0,443781,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:41:34,449,0,0,71825,305580,-1,16023598,419694,0,0,377451,107,0,220635,0,0,0,0,0,0,0,0,0,389610,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:42:04,345,0,0,71483,305385,-1,16233887,22836,0,0,445824,129,0,297571,6,0,0,0,0,0,0,0,0,406549,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:42:33,315,0,0,71386,305213,-1,14787130,186248,0,0,283328,148,0,223403,0,0,0,0,0,0,0,0,0,282253,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:43:03,611,0,0,71365,305259,-1,16277300,21817,0,0,371933,149,0,322678,0,0,0,0,0,0,0,0,0,374989,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:43:33,837,0,0,71211,305212,-1,16257988,34974,0,0,288410,121,0,246952,0,0,0,0,0,0,0,0,0,287308,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:44:03,629,0,0,71436,305297,-1,16156911,22820,0,0,301327,212,0,267555,0,0,0,0,0,0,0,0,0,304263,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:44:33,626,0,0,71519,305197,-1,22064659,24518,0,0,251351,110,0,230299,0,0,0,0,0,0,0,0,0,254672,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:45:03,498,0,0,71949,305569,-1,18371652,20749,0,0,358459,107,0,324037,0,0,0,0,0,0,0,0,0,364495,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:45:33,745,0,0,71424,305250,-1,19149543,26941,0,0,262845,404,0,224823,0,0,0,0,0,0,0,0,0,257617,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:46:03,293,0,0,71150,305386,-1,15532582,22826,0,0,507196,388,0,441605,0,0,0,0,0,0,0,0,0,508343,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:46:33,797,0,0,70833,305250,-1,16177034,412347,0,0,373509,116,0,292916,0,0,0,0,0,0,0,0,0,392035,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:47:03,611,0,0,71782,305249,-1,16215236,20768,0,0,486197,196,0,457509,6,0,0,0,0,0,0,0,0,507087,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:47:33,701,0,0,71071,305251,-1,16215573,184740,0,0,305359,184,0,242310,0,0,0,0,0,0,0,0,0,288746,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:48:03,529,0,0,72008,305386,-1,16505633,22249,0,0,343266,135,0,311990,0,0,0,0,0,0,0,0,0,356494,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:48:33,574,0,0,70504,305249,-1,21863979,26418,0,0,281688,118,0,233714,0,0,0,0,0,0,0,0,0,262895,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:49:03,388,0,0,70808,305265,-1,16327964,19700,0,0,397614,114,0,359599,0,0,0,0,0,0,0,0,0,403313,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:49:33,314,0,0,70780,305291,-1,16028601,28655,0,0,267629,132,0,221695,0,0,0,0,0,0,0,0,0,235333,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:50:03,669,0,0,71567,305387,-1,18747501,668720,0,0,379651,190,0,392841,0,0,0,0,0,0,0,0,0,413240,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:50:33,787,0,0,70943,305498,-1,19572374,22211,0,0,355730,159,0,215546,0,0,0,0,0,0,0,0,0,324919,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:51:03,561,0,0,70691,304981,-1,15992562,30998,0,0,426367,704,0,292491,0,0,0,0,0,0,0,0,0,422462,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:51:33,742,0,0,70406,304953,-1,16112398,419286,0,0,398974,108,0,213676,0,0,0,0,0,0,0,0,0,393383,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:52:03,465,0,0,70350,305177,-1,16016320,23818,0,0,552883,182,0,428239,7,0,0,0,0,0,0,0,0,557122,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:52:33,433,0,0,70470,305146,-1,15696095,190423,0,0,272866,221,0,208061,0,0,0,0,0,0,0,0,0,272263,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:53:03,278,0,0,70497,305145,-1,15916155,18910,0,0,249116,105,0,230818,0,0,0,0,0,0,0,0,0,252537,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:53:33,708,0,0,70386,305138,-1,16097775,29847,0,0,261403,152,0,264897,0,0,0,0,0,0,0,0,0,290955,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:54:03,729,0,0,70933,305275,-1,16110959,17887,0,0,371612,130,0,334570,0,0,0,0,0,0,0,0,0,376906,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:54:33,682,0,0,71443,305207,-1,15627441,22575,0,0,341021,154,0,310357,0,0,0,0,0,0,0,0,0,349806,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:55:03,729,0,0,72232,305176,-1,16137653,29770,0,0,336775,682,0,314874,0,0,0,0,0,0,0,0,0,345742,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:55:33,976,0,0,71903,305160,-1,14612504,32488,0,0,377259,111,0,293918,0,0,0,0,0,0,0,0,0,343407,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:56:03,405,0,0,72335,305285,-1,15835855,36523,0,0,507591,734,0,427070,0,0,0,0,0,0,0,0,0,512956,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:56:33,355,0,0,72275,305166,-1,15667457,421210,0,0,301978,112,0,218248,0,0,0,0,0,0,0,0,0,305866,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:57:03,711,0,0,72957,305177,-1,16171589,19961,0,0,523002,92,0,523255,6,0,0,0,0,0,0,0,0,569637,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:57:33,675,0,0,72777,305180,-1,16137345,193087,0,0,519879,151,0,401213,0,0,0,0,0,0,0,0,0,504509,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:58:03,478,0,0,72330,305309,-1,15973625,21553,0,0,497679,99,0,398667,0,0,0,0,0,0,0,0,0,466792,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:58:33,690,0,0,72673,305126,-1,16166550,21103,0,0,390841,95,0,331335,0,0,0,0,0,0,0,0,0,393967,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:59:03,404,0,0,72547,305224,-1,16040241,19257,0,0,517886,95,0,441901,0,0,0,0,0,0,0,0,0,523400,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 14:59:33,356,0,0,72817,305151,-1,15796393,21089,0,0,354578,97,0,390137,0,0,0,0,0,0,0,0,0,416418,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:00:03,253,0,0,73330,305303,-1,16024906,18957,0,0,418539,101,0,389479,0,0,0,0,0,0,0,0,0,428891,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:00:33,756,0,0,72633,305146,-1,13177455,22142,0,0,440120,189,0,352367,0,0,0,0,0,0,0,0,0,423800,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:01:03,645,0,0,72217,305158,-1,15751620,42986,0,0,466878,847,0,390125,0,0,0,0,0,0,0,0,0,452844,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:01:33,636,0,0,72184,305164,-1,16430953,1084962,0,0,429903,121,0,313776,0,0,0,0,0,0,0,0,0,402382,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:02:03,460,0,0,72153,305214,-1,15937658,24634,0,0,523871,259,0,449022,6,0,0,0,0,0,0,0,0,492392,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:02:33,461,0,0,71959,305288,-1,15933860,197558,0,0,455305,280,0,358030,0,0,0,0,0,0,0,0,0,451412,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:03:03,380,0,0,72187,304818,-1,16273524,22066,0,0,683011,114,0,554738,0,0,0,0,0,0,0,0,0,684478,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:03:33,237,0,0,71321,304817,-1,16123156,29449,0,0,248736,174,0,213838,0,0,0,0,0,0,0,0,0,241516,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:04:03,596,0,0,70769,305091,-1,15938645,23727,0,0,409106,122,0,350846,0,0,0,0,0,0,0,0,0,407672,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:04:33,751,0,0,70363,305027,-1,15918912,24640,0,0,319599,235,0,312509,0,0,0,0,0,0,0,0,0,348085,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:05:03,491,0,0,71267,305027,-1,18332521,20203,0,0,390273,102,0,323433,0,0,0,0,0,0,0,0,0,358935,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:05:33,521,0,0,71075,305095,-1,18976476,36445,0,0,349645,128,0,240396,0,0,0,0,0,0,0,0,0,348525,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:06:03,409,0,0,71564,305291,-1,16022211,35396,0,0,399143,722,0,327093,0,0,0,0,0,0,0,0,0,439602,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:06:33,363,0,0,71887,305090,-1,15435889,422761,0,0,377208,127,0,192701,0,0,0,0,0,0,0,0,0,376249,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:07:03,180,0,0,71850,305092,-1,16500344,24826,0,0,479635,150,0,359494,6,0,0,0,0,0,0,0,0,480755,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:07:33,716,0,0,72255,305062,-1,16206800,193096,0,0,593704,173,0,505195,0,0,0,0,0,0,0,0,0,629975,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:08:03,753,0,0,72302,305262,-1,16309010,23493,0,0,722678,116,0,582113,0,0,0,0,0,0,0,0,0,686654,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:08:33,573,0,0,72296,305059,-1,21644987,24545,0,0,460420,92,0,363473,0,0,0,0,0,0,0,0,0,437121,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:09:03,487,0,0,72327,305074,-1,15876624,26488,0,0,333462,86,0,284440,0,0,0,0,0,0,0,0,0,334141,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:09:33,432,0,0,71839,305059,-1,15691083,21370,0,0,244220,92,0,220412,0,0,0,0,0,0,0,0,0,239327,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:10:03,329,0,0,72776,305443,-1,16900088,19642,0,0,293331,108,0,301037,0,0,0,0,0,0,0,0,0,306364,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:10:33,260,0,0,72021,305091,-1,18476204,23162,0,0,370423,410,0,243842,0,0,0,0,0,0,0,0,0,352270,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:11:03,598,0,0,71074,305091,-1,15989704,27686,0,0,454164,699,0,318249,0,0,0,0,0,0,0,0,0,441828,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:11:33,653,0,0,71065,305623,-1,16644737,1089076,0,0,460890,105,0,280463,0,0,0,0,0,0,0,0,0,461373,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:12:03,464,0,0,71725,305255,-1,15195754,22065,0,0,576764,91,0,455825,6,0,0,0,0,0,0,0,0,586489,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:12:33,598,0,0,71667,305031,-1,15803396,189031,0,0,560428,149,0,511768,0,0,0,0,0,0,0,0,0,628289,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:13:03,352,0,0,72046,305035,-1,15951829,25341,0,0,668729,110,0,509995,0,0,0,0,0,0,0,0,0,638810,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20 15:13:33,439,0,0,71531,305217,-1,15795369,42063,0,0,308611,117,0,251715,0,0,0,0,0,0,0,0,0,291238,0,0,0,0,0,0,0,0,0,0,0,0,0
