CPU 105 his02,User%,Sys%,Wait%,Idle%,Steal%
2025-01-20 08:00:02,0.0,0.6,0.0,99.4,0.0
2025-01-20 08:00:32,0.0,0.1,0.0,99.9,0.0
2025-01-20 08:01:02,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:01:32,0.0,0.1,0.0,99.9,0.0
2025-01-20 08:02:02,0.1,0.4,0.0,99.5,0.0
2025-01-20 08:02:33,0.0,0.1,0.0,99.8,0.0
2025-01-20 08:03:03,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:03:33,0.0,0.1,0.0,99.9,0.0
2025-01-20 08:04:03,0.0,0.1,0.0,99.9,0.0
2025-01-20 08:04:33,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:05:03,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:05:33,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:06:03,0.0,0.0,0.0,99.9,0.0
2025-01-20 08:06:33,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:07:03,0.0,0.1,0.0,99.9,0.0
2025-01-20 08:07:33,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:08:03,0.1,0.2,0.0,99.7,0.0
2025-01-20 08:08:33,0.0,0.1,0.0,99.9,0.0
2025-01-20 08:09:03,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:09:33,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:10:03,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:10:33,0.0,0.1,0.0,99.9,0.0
2025-01-20 08:11:03,0.0,0.1,0.0,99.9,0.0
2025-01-20 08:11:33,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:12:03,0.0,0.1,0.0,99.9,0.0
2025-01-20 08:12:33,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:13:03,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:13:33,0.0,0.0,0.0,99.9,0.0
2025-01-20 08:14:03,0.1,0.1,0.0,99.9,0.0
2025-01-20 08:14:33,0.0,0.1,0.0,99.9,0.0
2025-01-20 08:15:03,0.3,0.0,0.2,99.4,0.0
2025-01-20 08:15:33,0.0,0.0,0.0,99.9,0.0
2025-01-20 08:16:03,0.0,0.1,0.0,99.8,0.0
2025-01-20 08:16:33,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:17:03,0.0,0.1,0.0,99.9,0.0
2025-01-20 08:17:33,0.0,0.1,0.0,99.9,0.0
2025-01-20 08:18:03,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:18:33,0.0,0.0,0.0,99.9,0.0
2025-01-20 08:19:03,0.0,0.1,0.0,99.9,0.0
2025-01-20 08:19:33,0.0,0.1,0.0,99.9,0.0
2025-01-20 08:20:03,0.0,0.2,0.0,99.8,0.0
2025-01-20 08:20:33,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:21:03,0.0,0.1,0.0,99.9,0.0
2025-01-20 08:21:33,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:22:03,0.8,0.4,0.0,98.8,0.0
2025-01-20 08:22:33,0.0,0.0,0.0,99.9,0.0
2025-01-20 08:23:03,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:23:33,0.2,0.3,0.0,99.5,0.0
2025-01-20 08:24:03,0.0,0.1,0.0,99.9,0.0
2025-01-20 08:24:33,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:25:03,0.0,0.1,0.0,99.9,0.0
2025-01-20 08:25:33,0.0,0.1,0.0,99.9,0.0
2025-01-20 08:26:03,0.0,0.1,0.0,99.8,0.0
2025-01-20 08:26:33,0.1,0.3,0.0,99.7,0.0
2025-01-20 08:27:03,0.0,0.2,0.0,99.8,0.0
2025-01-20 08:27:33,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:28:03,0.0,0.3,0.0,99.7,0.0
2025-01-20 08:28:33,0.1,0.1,0.0,99.8,0.0
2025-01-20 08:29:03,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:29:33,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:30:03,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:30:33,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:31:03,0.0,0.4,0.0,99.6,0.0
2025-01-20 08:31:33,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:32:02,0.1,0.3,0.0,99.6,0.0
2025-01-20 08:32:32,0.2,0.1,0.0,99.8,0.0
2025-01-20 08:33:02,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:33:33,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:34:03,0.1,0.3,0.0,99.6,0.0
2025-01-20 08:34:33,0.0,0.1,0.0,99.9,0.0
2025-01-20 08:35:03,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:35:33,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:36:03,0.1,0.3,0.0,99.6,0.0
2025-01-20 08:36:33,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:37:03,0.0,0.1,0.0,99.9,0.0
2025-01-20 08:37:33,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:38:03,0.1,0.1,0.0,99.9,0.0
2025-01-20 08:38:33,0.0,0.3,0.0,99.7,0.0
2025-01-20 08:39:03,0.0,0.1,0.0,99.9,0.0
2025-01-20 08:39:33,0.0,0.0,0.0,100.0,0.0
2025-01-20 08:40:03,0.0,0.2,0.0,99.7,0.0
